
==========================================================================================
### PARALLAX FACEBOOK LOGIN LOGGER
==========================================================================================
[2026-09-01 16:54:36.041] [INFO] ADB_SERIAL=192.168.29.136:41479
[2026-09-01 16:54:36.042] [INFO] TARGET=com.onecore.loader
[2026-09-01 16:54:36.042] [INFO] Sensitive auth/token/cookie/password values are automatically redacted.

==========================================================================================
### DEVICE INFORMATION
==========================================================================================
[2026-09-01 16:54:36.152] [SERIAL] [aaudio.hw_burst_min_usec]: [2000]
[2026-09-01 16:54:36.152] [SERIAL] [aaudio.mmap_exclusive_policy]: [2]
[2026-09-01 16:54:36.152] [SERIAL] [aaudio.mmap_policy]: [2]
[2026-09-01 16:54:36.152] [SERIAL] [apex.all.ready]: [true]
[2026-09-01 16:54:36.152] [SERIAL] [arm64.memtag.process.system_server]: [off]
[2026-09-01 16:54:36.152] [SERIAL] [audio.sys.mute.latency.factor]: [2]
[2026-09-01 16:54:36.152] [SERIAL] [audio.sys.noisy.broadcast.delay]: [500]
[2026-09-01 16:54:36.153] [SERIAL] [audio.sys.offload.pstimeout.secs]: [3]
[2026-09-01 16:54:36.153] [SERIAL] [audio.sys.routing.latency]: [0]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.device.class_of_device]: [90,2,12]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.hfp.codec_aptx_voice.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.hfp.swb.aptx.power_management.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.a2dp.source.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.avrcp.controller.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.avrcp.target.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.bap.broadcast.assist.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.bap.broadcast.source.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.bap.unicast.client.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.bas.client.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.ccp.server.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.csip.set_coordinator.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.gatt.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.hap.client.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.hfp.ag.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.hid.device.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.hid.host.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.map.server.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.mcp.server.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.opp.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.pan.nap.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.pan.panu.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.pbap.server.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.pbap.sim.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.sap.server.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bluetooth.profile.vcp.controller.enabled]: [true]
[2026-09-01 16:54:36.153] [SERIAL] [bootreceiver.enable]: [0]
[2026-09-01 16:54:36.153] [SERIAL] [build.version.extensions.ad_services]: [22]
[2026-09-01 16:54:36.153] [SERIAL] [build.version.extensions.b]: [22]
[2026-09-01 16:54:36.153] [SERIAL] [build.version.extensions.r]: [22]
[2026-09-01 16:54:36.153] [SERIAL] [build.version.extensions.s]: [22]
[2026-09-01 16:54:36.154] [SERIAL] [build.version.extensions.t]: [22]
[2026-09-01 16:54:36.154] [SERIAL] [build.version.extensions.u]: [22]
[2026-09-01 16:54:36.154] [SERIAL] [build.version.extensions.v]: [22]
[2026-09-01 16:54:36.154] [SERIAL] [cache_key.bluetooth.bluetooth_adapter_get_connection_state]: [2422579901836207966]
[2026-09-01 16:54:36.154] [SERIAL] [cache_key.bluetooth.bluetooth_adapter_get_profile_connection_state]: [2422579901836207965]
[2026-09-01 16:54:36.154] [SERIAL] [cache_key.bluetooth.bluetooth_adapter_is_offloaded_filtering_supported]: [2422579901836207938]
[2026-09-01 16:54:36.154] [SERIAL] [cache_key.bluetooth.bluetooth_device_get_bond_state]: [2422579901836207945]
