
==========================================================================================
### PARALLAX FACEBOOK LOGIN LOGGER
==========================================================================================
[2026-09-01 17:55:01.227] [INFO] ADB_SERIAL=192.168.29.136:44725
[2026-09-01 17:55:01.227] [INFO] TARGET=com.onecore.loader
[2026-09-01 17:55:01.227] [INFO] Sensitive auth/token/cookie/password values are automatically redacted.

==========================================================================================
### DEVICE INFORMATION
==========================================================================================
[2026-09-01 17:55:01.420] [SERIAL] [aaudio.hw_burst_min_usec]: [2000]
[2026-09-01 17:55:01.420] [SERIAL] [aaudio.mmap_exclusive_policy]: [2]
[2026-09-01 17:55:01.421] [SERIAL] [aaudio.mmap_policy]: [2]
[2026-09-01 17:55:01.421] [SERIAL] [apex.all.ready]: [true]
[2026-09-01 17:55:01.421] [SERIAL] [arm64.memtag.process.system_server]: [off]
[2026-09-01 17:55:01.421] [SERIAL] [audio.sys.mute.latency.factor]: [2]
[2026-09-01 17:55:01.421] [SERIAL] [audio.sys.noisy.broadcast.delay]: [500]
[2026-09-01 17:55:01.421] [SERIAL] [audio.sys.offload.pstimeout.secs]: [3]
[2026-09-01 17:55:01.421] [SERIAL] [audio.sys.routing.latency]: [0]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.device.class_of_device]: [90,2,12]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.hfp.codec_aptx_voice.enabled]: [true]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.hfp.swb.aptx.power_management.enabled]: [true]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.profile.a2dp.source.enabled]: [true]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.profile.avrcp.controller.enabled]: [true]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.profile.avrcp.target.enabled]: [true]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.profile.bap.broadcast.assist.enabled]: [true]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.profile.bap.broadcast.source.enabled]: [true]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.profile.bap.unicast.client.enabled]: [true]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.profile.bas.client.enabled]: [true]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.profile.ccp.server.enabled]: [true]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.profile.csip.set_coordinator.enabled]: [true]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.profile.gatt.enabled]: [true]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.profile.hap.client.enabled]: [true]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.profile.hfp.ag.enabled]: [true]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.profile.hid.device.enabled]: [true]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.profile.hid.host.enabled]: [true]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.profile.map.server.enabled]: [true]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.profile.mcp.server.enabled]: [true]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.profile.opp.enabled]: [true]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.profile.pan.nap.enabled]: [true]
[2026-09-01 17:55:01.421] [SERIAL] [bluetooth.profile.pan.panu.enabled]: [true]
